id,SCOREMARGIN,Unnamed: 0,action_type,defender_distance,defender_id,defender_name,defender_x_loc,defender_y_loc,event_type,game_date,game_event_id,game_id,grid_type,homeTeam,htm,loc_x,loc_y,minutes_remaining,period,player_id,player_name,season_type,seconds_remaining,shot_attempted_flag,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,time,vtm
601,-6,616,Jump Shot,8.876181516226444,101150.0,Lou Williams,59.62426,39.42036,Missed Shot,20160105,11,21500524,Shot Chart Detail,0.0,LAL,52,44,10,1,201939,Stephen Curry,Regular,36,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500524:1:10:36,GSW
602,TIE,617,Finger Roll Layup Shot,13.265740987649352,201579.0,Roy Hibbert,79.52934,13.37461,Missed Shot,20160105,44,21500524,Shot Chart Detail,0.0,LAL,91,18,8,1,201939,Stephen Curry,Regular,7,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500524:1:8:07,GSW
603,-10,618,Jump Shot,10.056084543165895,1626204.0,Larry Nance Jr.,57.22531,3.95399,Made Shot,20160105,92,21500524,Shot Chart Detail,0.0,LAL,48,8,3,1,201939,Stephen Curry,Regular,59,1,25,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500524:1:3:59,GSW
604,-14,619,Layup Shot,11.378781360853191,1626273.0,Marcelo Huertas,10.26177,2.03712,Made Shot,20160105,177,21500524,Shot Chart Detail,0.0,LAL,11,13,8,2,201939,Stephen Curry,Regular,20,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500524:2:8:20,GSW
605,-14,620,Step Back Jump shot,15.7357948867701,203944.0,Julius Randle,25.47488,2.90122,Made Shot,20160105,190,21500524,Shot Chart Detail,0.0,LAL,28,18,7,2,201939,Stephen Curry,Regular,9,1,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500524:2:7:09,GSW
606,-11,621,Jump Shot,2.1730199620804145,1626273.0,Marcelo Huertas,77.83566,45.05337,Missed Shot,20160105,193,21500524,Shot Chart Detail,0.0,LAL,79,46,6,2,201939,Stephen Curry,Regular,38,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500524:2:6:38,GSW
607,-13,622,Layup Shot,4.249063947847809,1626204.0,Larry Nance Jr.,88.78429,31.73665,Missed Shot,20160105,226,21500524,Shot Chart Detail,0.0,LAL,86,28,3,2,201939,Stephen Curry,Regular,42,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500524:2:3:42,GSW
608,-15,623,Jump Shot,16.671831604250926,1626148.0,Anthony Brown,27.4252,47.09947,Missed Shot,20160105,233,21500524,Shot Chart Detail,0.0,LAL,41,37,2,2,201939,Stephen Curry,Regular,50,1,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500524:2:2:50,GSW
609,-18,624,Jump Shot,9.166207621503009,201579.0,Roy Hibbert,64.84758,21.68802,Made Shot,20160105,263,21500524,Shot Chart Detail,0.0,LAL,56,25,0,2,201939,Stephen Curry,Regular,9,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500524:2:0:09,GSW
610,-15,625,Jump Shot,7.604993592929582,1626204.0,Larry Nance Jr.,61.10076,6.16171,Missed Shot,20160105,294,21500524,Shot Chart Detail,0.0,LAL,57,12,9,3,201939,Stephen Curry,Regular,43,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500524:3:9:43,GSW
611,-13,626,Jump Shot,8.156269652218473,1626148.0,Anthony Brown,25.94118,30.92183,Missed Shot,20160105,298,21500524,Shot Chart Detail,0.0,LAL,32,25,9,3,201939,Stephen Curry,Regular,10,1,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500524:3:9:10,GSW
612,-13,627,Finger Roll Layup Shot,6.685560923093888,101150.0,Lou Williams,24.26945,44.36885,Made Shot,20160105,321,21500524,Shot Chart Detail,0.0,LAL,20,38,7,3,201939,Stephen Curry,Regular,39,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500524:3:7:39,GSW
613,-21,628,Jump Shot,16.481482185364882,203903.0,Jordan Clarkson,75.37118,47.45426,Made Shot,20160105,348,21500524,Shot Chart Detail,0.0,LAL,82,32,5,3,201939,Stephen Curry,Regular,34,1,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500524:3:5:34,GSW
614,-3,629,Jump Shot,12.893291741479358,203081.0,Damian Lillard,91.1077,41.41761,Made Shot,20160108,9,21500548,Shot Chart Detail,0.0,POR,81,50,11,1,201939,Stephen Curry,Regular,0,1,22,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500548:1:11:00,GSW
615,-4,630,Turnaround Bank shot,32.13831344203519,203468.0,CJ McCollum,80.10497,6.53016,Made Shot,20160108,20,21500548,Shot Chart Detail,0.0,POR,48,8,9,1,201939,Stephen Curry,Regular,49,1,13,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612744,Golden State Warriors,0021500548:1:9:49,GSW
616,-6,631,Jump Shot,14.305619974960894,203081.0,Damian Lillard,86.52659,34.41659,Missed Shot,20160108,26,21500548,Shot Chart Detail,0.0,POR,90,48,8,1,201939,Stephen Curry,Regular,56,1,20,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500548:1:8:56,GSW
617,-7,632,Jump Shot,17.858196313382273,203081.0,Damian Lillard,87.94204,40.52608,Missed Shot,20160108,37,21500548,Shot Chart Detail,0.0,POR,71,47,8,1,201939,Stephen Curry,Regular,5,1,22,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500548:1:8:05,GSW
618,-8,633,Jump Shot,17.967182882405357,203081.0,Damian Lillard,77.89595,8.98411,Missed Shot,20160108,49,21500548,Shot Chart Detail,0.0,POR,59,8,6,1,201939,Stephen Curry,Regular,56,1,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500548:1:6:56,GSW
619,-11,634,Running Layup Shot,1.9977424027386546,202329.0,Al-Farouq Aminu,84.16863,36.81794,Made Shot,20160108,60,21500548,Shot Chart Detail,0.0,POR,84,34,5,1,201939,Stephen Curry,Regular,34,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500548:1:5:34,GSW
620,-13,635,Cutting Layup Shot,1.3486384975225916,203081.0,Damian Lillard,91.92701,21.2145,Made Shot,20160108,63,21500548,Shot Chart Detail,0.0,POR,91,22,5,1,201939,Stephen Curry,Regular,5,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500548:1:5:05,GSW
621,-16,636,Jump Shot,3.6595199304963484,203459.0,Allen Crabbe,60.78138,34.01941,Missed Shot,20160108,185,21500548,Shot Chart Detail,0.0,POR,58,31,6,2,201939,Stephen Curry,Regular,31,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500548:2:6:31,GSW
622,-19,637,Driving Layup Shot,1.0652901374273536,202329.0,Al-Farouq Aminu,85.03187,28.27453,Missed Shot,20160108,261,21500548,Shot Chart Detail,0.0,POR,84,27,2,2,201939,Stephen Curry,Regular,15,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500548:2:2:15,GSW
623,-22,638,Jump Shot,17.051821654606297,203081.0,Damian Lillard,81.74186,16.12103,Missed Shot,20160108,290,21500548,Shot Chart Detail,0.0,POR,65,11,0,2,201939,Stephen Curry,Regular,25,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500548:2:0:25,GSW
624,-23,639,Jump Shot,8.392819808842555,203943.0,Noah Vonleh,36.27051,29.36215,Missed Shot,20160108,314,21500548,Shot Chart Detail,0.0,POR,42,34,10,3,201939,Stephen Curry,Regular,27,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500548:3:10:27,GSW
625,-20,640,Layup Shot,4.174216977206622,202329.0,Al-Farouq Aminu,21.05746,13.25419,Made Shot,20160108,343,21500548,Shot Chart Detail,0.0,POR,16,14,7,3,201939,Stephen Curry,Regular,11,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500548:3:7:11,GSW
626,-22,641,Jump Shot,19.717546419635987,202329.0,Al-Farouq Aminu,21.38351,24.72662,Missed Shot,20160108,363,21500548,Shot Chart Detail,0.0,POR,31,8,4,3,201939,Stephen Curry,Regular,36,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500548:3:4:36,GSW
627,-21,642,Jump Shot,9.186205402907124,203086.0,Meyers Leonard,67.30222,10.20853,Made Shot,20160108,383,21500548,Shot Chart Detail,0.0,POR,65,19,3,3,201939,Stephen Curry,Regular,7,1,24,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500548:3:3:07,GSW
628,-21,643,Jump Shot,11.028340169309251,203081.0,Damian Lillard,31.08192,15.83085,Made Shot,20160108,393,21500548,Shot Chart Detail,0.0,POR,36,6,2,3,201939,Stephen Curry,Regular,23,1,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500548:3:2:23,GSW
629,-19,644,Driving Reverse Layup Shot,1.1415746262947528,203081.0,Damian Lillard,5.95682,21.96945,Missed Shot,20160108,395,21500548,Shot Chart Detail,0.0,POR,6,22,1,3,201939,Stephen Curry,Regular,58,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500548:3:1:58,GSW
630,-19,645,Jump Shot,9.240323970251254,203090.0,Maurice Harkless,39.56582,51.04071,Missed Shot,20160108,399,21500548,Shot Chart Detail,0.0,POR,47,46,1,3,201939,Stephen Curry,Regular,34,1,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500548:3:1:34,GSW
631,-19,646,Jump Shot,5.01938733318121,203086.0,Meyers Leonard,56.93671,41.28913,Made Shot,20160108,414,21500548,Shot Chart Detail,0.0,POR,51,42,0,3,201939,Stephen Curry,Regular,9,1,28,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500548:3:0:09,GSW
632,1,647,Jump Shot,30.17922177603823,200765.0,Rajon Rondo,27.57199,34.00551,Missed Shot,20160109,19,21500556,Shot Chart Detail,0.0,SAC,56,24,9,1,201939,Stephen Curry,Regular,19,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500556:1:9:19,GSW
633,-2,648,Step Back Jump shot,18.126262362861794,200765.0,Rajon Rondo,26.77492,28.25012,Made Shot,20160109,27,21500556,Shot Chart Detail,0.0,SAC,24,10,8,1,201939,Stephen Curry,Regular,32,1,22,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500556:1:8:32,GSW
634,-2,649,Jump Shot,6.60703357103625,200765.0,Rajon Rondo,85.35687,3.24368,Missed Shot,20160109,32,21500556,Shot Chart Detail,0.0,SAC,85,9,8,1,201939,Stephen Curry,Regular,5,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500556:1:8:05,GSW
635,5,650,Jump Shot,10.85083881985167,200752.0,Rudy Gay,60.24913,38.06937,Missed Shot,20160109,82,21500556,Shot Chart Detail,0.0,SAC,63,27,3,1,201939,Stephen Curry,Regular,42,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500556:1:3:42,GSW
636,3,651,Fadeaway Jump Shot,13.219057550479915,1626161.0,Willie Cauley-Stein,72.30512,30.69664,Made Shot,20160109,185,21500556,Shot Chart Detail,0.0,SAC,59,34,6,2,201939,Stephen Curry,Regular,48,1,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500556:2:6:48,GSW
637,-2,652,Jump Shot,13.531685906009645,201158.0,Marco Belinelli,31.60227,3.20301,Made Shot,20160109,196,21500556,Shot Chart Detail,0.0,SAC,35,16,5,2,201939,Stephen Curry,Regular,24,1,9,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors,0021500556:2:5:24,GSW
638,TIE,653,Jump Shot,9.885526409276338,202326.0,DeMarcus Cousins,26.60029,2.81568,Missed Shot,20160109,203,21500556,Shot Chart Detail,0.0,SAC,36,5,4,2,201939,Stephen Curry,Regular,59,1,9,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612744,Golden State Warriors,0021500556:2:4:59,GSW
639,TIE,654,Jump Shot,3.695304573171201,202326.0,DeMarcus Cousins,46.98865,34.47595,Missed Shot,20160109,214,21500556,Shot Chart Detail,0.0,SAC,49,31,4,2,201939,Stephen Curry,Regular,21,1,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500556:2:4:21,GSW
640,-2,655,Cutting Layup Shot,6.797627199258576,200765.0,Rajon Rondo,14.15234,36.18412,Made Shot,20160109,237,21500556,Shot Chart Detail,0.0,SAC,16,29,3,2,201939,Stephen Curry,Regular,23,1,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500556:2:3:23,GSW
641,-3,656,Jump Shot,11.543549970147833,202326.0,DeMarcus Cousins,53.58643,17.2207,Made Shot,20160109,254,21500556,Shot Chart Detail,0.0,SAC,61,25,2,2,201939,Stephen Curry,Regular,20,1,28,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500556:2:2:20,GSW
642,-2,657,Jump Shot,34.181983738806025,200752.0,Rudy Gay,40.95752,10.85298,Made Shot,20160109,259,21500556,Shot Chart Detail,0.0,SAC,55,41,1,2,201939,Stephen Curry,Regular,33,1,27,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500556:2:1:33,GSW
643,-1,658,Jump Shot,10.366715539962499,200752.0,Rudy Gay,13.81371,9.67881,Missed Shot,20160109,268,21500556,Shot Chart Detail,0.0,SAC,22,4,0,2,201939,Stephen Curry,Regular,32,1,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500556:2:0:32,GSW
644,-7,659,Jump Shot,11.226426644342354,200752.0,Rudy Gay,64.12456,37.53804,Missed Shot,20160109,329,21500556,Shot Chart Detail,0.0,SAC,74,40,7,3,201939,Stephen Curry,Regular,1,1,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500556:3:7:01,GSW
645,-7,660,Step Back Jump shot,4.651001089539752,201954.0,Darren Collison,68.42899,13.52991,Missed Shot,20160109,373,21500556,Shot Chart Detail,0.0,SAC,63,14,3,3,201939,Stephen Curry,Regular,5,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500556:3:3:05,GSW
646,-12,661,Jump Shot,12.646963404331485,203552.0,Seth Curry,65.72129,3.18895,Made Shot,20160109,388,21500556,Shot Chart Detail,0.0,SAC,53,5,1,3,201939,Stephen Curry,Regular,54,1,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500556:3:1:54,GSW
647,-11,662,Jump Shot,9.527726443622322,200752.0,Rudy Gay,63.69041,40.1292,Made Shot,20160109,474,21500556,Shot Chart Detail,0.0,SAC,71,34,6,4,201939,Stephen Curry,Regular,38,1,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500556:4:6:38,GSW
648,-16,663,Jump Shot,14.284440919573997,202326.0,DeMarcus Cousins,75.70168,34.38122,Made Shot,20160109,492,21500556,Shot Chart Detail,0.0,SAC,67,46,5,4,201939,Stephen Curry,Regular,4,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500556:4:5:04,GSW
649,-13,664,Jump Shot,9.27632794517853,200752.0,Rudy Gay,71.2409,39.37091,Missed Shot,20160109,500,21500556,Shot Chart Detail,0.0,SAC,78,33,4,4,201939,Stephen Curry,Regular,40,1,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500556:4:4:40,GSW
650,-16,665,Jump Shot,11.130113161082413,201158.0,Marco Belinelli,54.04499,6.64888,Made Shot,20160109,509,21500556,Shot Chart Detail,0.0,SAC,64,2,4,4,201939,Stephen Curry,Regular,23,1,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500556:4:4:23,GSW
651,-9,666,Jump Shot,17.20229560484588,201954.0,Darren Collison,73.43414,13.23915,Made Shot,20160109,550,21500556,Shot Chart Detail,0.0,SAC,59,2,0,4,201939,Stephen Curry,Regular,52,1,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500556:4:0:52,GSW
652,-12,667,Step Back Jump shot,33.85099066776333,201158.0,Marco Belinelli,60.41587,15.05239,Made Shot,20160109,557,21500556,Shot Chart Detail,0.0,SAC,28,25,0,4,201939,Stephen Curry,Regular,27,1,22,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500556:4:0:27,GSW
653,2,668,Jump Shot,28.259945644471788,2736.0,Luol Deng,26.89323,35.89264,Missed Shot,20160111,13,21500568,Shot Chart Detail,1.0,GSW,51,22,9,1,201939,Stephen Curry,Regular,53,1,22,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500568:1:9:53,MIA
654,5,669,Pullup Jump shot,15.133194788047895,201609.0,Goran Dragic,14.77348,46.12056,Made Shot,20160111,20,21500568,Shot Chart Detail,1.0,GSW,0,49,9,1,201939,Stephen Curry,Regular,18,1,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500568:1:9:18,MIA
655,TIE,670,Jump Bank Shot,5.1352071472531655,201609.0,Goran Dragic,8.74219,15.41475,Missed Shot,20160111,27,21500568,Shot Chart Detail,1.0,GSW,11,19,8,1,201939,Stephen Curry,Regular,5,1,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500568:1:8:05,MIA
656,-3,671,Layup Shot,6.650813015038086,1626159.0,Justise Winslow,5.08951,16.15514,Missed Shot,20160111,40,21500568,Shot Chart Detail,1.0,GSW,11,13,6,1,201939,Stephen Curry,Regular,54,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500568:1:6:54,MIA
657,-5,672,Driving Layup Shot,0.617050199740669,101123.0,Gerald Green,20.29905,24.69649,Made Shot,20160111,54,21500568,Shot Chart Detail,1.0,GSW,19,25,5,1,201939,Stephen Curry,Regular,50,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500568:1:5:50,MIA
658,-4,673,Driving Layup Shot,2.1936806482485087,1626159.0,Justise Winslow,1.49857,23.52616,Made Shot,20160111,66,21500568,Shot Chart Detail,1.0,GSW,1,25,5,1,201939,Stephen Curry,Regular,21,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500568:1:5:21,MIA
659,-2,674,Driving Layup Shot,15.658377647767347,101123.0,Gerald Green,15.47146,10.54074,Missed Shot,20160111,90,21500568,Shot Chart Detail,1.0,GSW,6,23,3,1,201939,Stephen Curry,Regular,15,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500568:1:3:15,MIA
660,TIE,675,Jump Shot,18.64076956847276,1626196.0,Josh Richardson,40.47284,24.26583,Missed Shot,20160111,112,21500568,Shot Chart Detail,1.0,GSW,41,5,0,1,201939,Stephen Curry,Regular,51,1,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500568:1:0:51,MIA
661,2,676,Floating Jump shot,2.1499344758387395,1626196.0,Josh Richardson,8.73197,26.24152,Made Shot,20160111,119,21500568,Shot Chart Detail,1.0,GSW,8,28,0,1,201939,Stephen Curry,Regular,3,1,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500568:1:0:03,MIA
662,1,677,Jump Shot,7.360912584428646,2548.0,Dwyane Wade,23.64317,8.5778,Missed Shot,20160111,200,21500568,Shot Chart Detail,1.0,GSW,21,15,4,2,201939,Stephen Curry,Regular,44,1,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500568:2:4:44,MIA
663,TIE,678,Pullup Jump shot,7.453081181645617,2548.0,Dwyane Wade,14.07959,16.23827,Made Shot,20160111,219,21500568,Shot Chart Detail,1.0,GSW,21,18,3,2,201939,Stephen Curry,Regular,57,1,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500568:2:3:57,MIA
664,TIE,679,Step Back Jump shot,7.411198370418916,2547.0,Chris Bosh,30.88819,8.03084,Missed Shot,20160111,241,21500568,Shot Chart Detail,1.0,GSW,30,0,2,2,201939,Stephen Curry,Regular,28,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500568:2:2:28,MIA
665,-2,680,Pullup Jump shot,6.421673305525594,201609.0,Goran Dragic,38.81221,32.81415,Made Shot,20160111,249,21500568,Shot Chart Detail,1.0,GSW,44,34,1,2,201939,Stephen Curry,Regular,26,1,27,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500568:2:1:26,MIA
666,-2,681,Jump Shot,10.2258134201637,2547.0,Chris Bosh,33.84831,14.30009,Missed Shot,20160111,253,21500568,Shot Chart Detail,1.0,GSW,35,24,0,2,201939,Stephen Curry,Regular,48,1,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500568:2:0:48,MIA
667,8,682,Driving Reverse Layup Shot,6.476988703170638,2547.0,Chris Bosh,37.2617,20.02114,Made Shot,20160111,301,21500568,Shot Chart Detail,1.0,GSW,42,16,8,3,201939,Stephen Curry,Regular,48,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500568:3:8:48,MIA
668,7,683,Pullup Jump shot,17.33513276909063,1626159.0,Justise Winslow,58.43967,38.47145,Made Shot,20160111,309,21500568,Shot Chart Detail,1.0,GSW,53,21,7,3,201939,Stephen Curry,Regular,46,1,14,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612744,Golden State Warriors,0021500568:3:7:46,MIA
669,7,684,Jump Shot,1.9368533844873188,1626159.0,Justise Winslow,65.00842,36.08292,Missed Shot,20160111,312,21500568,Shot Chart Detail,1.0,GSW,64,37,7,3,201939,Stephen Curry,Regular,14,1,29,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500568:3:7:14,MIA
670,10,685,Jump Shot,8.800907655486451,201609.0,Goran Dragic,51.63552,45.37021,Missed Shot,20160111,328,21500568,Shot Chart Detail,1.0,GSW,52,36,5,3,201939,Stephen Curry,Regular,43,1,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500568:3:5:43,MIA
671,8,686,Layup Shot,15.046293071404657,2548.0,Dwyane Wade,75.62219,12.91966,Missed Shot,20160111,334,21500568,Shot Chart Detail,1.0,GSW,90,16,5,3,201939,Stephen Curry,Regular,10,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500568:3:5:10,MIA
672,6,687,Jump Bank Shot,5.465109679448343,101123.0,Gerald Green,86.39393,12.4033,Missed Shot,20160111,375,21500568,Shot Chart Detail,1.0,GSW,84,7,1,3,201939,Stephen Curry,Regular,53,1,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612744,Golden State Warriors,0021500568:3:1:53,MIA
673,7,688,Pullup Jump shot,4.572259471519526,101123.0,Gerald Green,82.1222,41.81365,Missed Shot,20160111,384,21500568,Shot Chart Detail,1.0,GSW,77,41,0,3,201939,Stephen Curry,Regular,48,1,22,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500568:3:0:48,MIA
674,3,689,Jump Shot,6.588366824524878,2617.0,Udonis Haslem,7.16008,25.62738,Missed Shot,20160111,390,21500568,Shot Chart Detail,1.0,GSW,10,31,0,3,201939,Stephen Curry,Regular,0,1,51,0,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,1610612744,Golden State Warriors,0021500568:3:0:00,MIA
675,10,690,Floating Jump shot,6.165938387771972,204020.0,Tyler Johnson,88.4084,18.07328,Missed Shot,20160111,447,21500568,Shot Chart Detail,1.0,GSW,90,12,6,4,201939,Stephen Curry,Regular,10,1,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500568:4:6:10,MIA
676,10,691,Pullup Jump shot,7.766543975572402,204020.0,Tyler Johnson,69.65663,48.06426,Missed Shot,20160111,461,21500568,Shot Chart Detail,1.0,GSW,66,41,5,4,201939,Stephen Curry,Regular,10,1,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500568:4:5:10,MIA
677,13,692,Pullup Jump shot,8.947209693217207,204020.0,Tyler Johnson,61.91058,3.79401,Made Shot,20160111,463,21500568,Shot Chart Detail,1.0,GSW,70,4,4,4,201939,Stephen Curry,Regular,52,1,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500568:4:4:52,MIA
678,10,693,Pullup Jump shot,8.37182613181258,2736.0,Luol Deng,15.3871,2.36789,Made Shot,20160111,485,21500568,Shot Chart Detail,1.0,GSW,20,8,1,4,201939,Stephen Curry,Regular,42,1,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500568:4:1:42,MIA
679,9,694,Pullup Jump shot,7.334054813484825,101123.0,Gerald Green,29.76344,40.97987,Made Shot,20160111,506,21500568,Shot Chart Detail,1.0,GSW,24,36,0,4,201939,Stephen Curry,Regular,26,1,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500568:4:0:26,MIA
